job_title,job_description,salary,location,position,company,date
Application Support Specialist,"GF Holdings (Hong Kong) Corporation Limited is a wholly-owned subsidiary set up in Hong Kong by GF Securities Co., Limited, responsible for managing and planning the business of all Hong Kong based wholly-owned subsidiaries of GF Securities. 
                    Application Support Specialist
To develop and support application systems such as equity and derivative trading and settlement system.
Responsibilities:
Work closely with Application Team members to develop and support application systems such as equity and derivative trading and settlement system
Par…
    ",45K + Performance Bonus,Hong Kong,"Permanent, Full time",GF Holdings (Hong Kong) Corporation Limited,Updated on: 12 Mar 18
Relationship Manager,"Bank of Singapore Limited, Hong Kong Branch provides wide-ranging wealth management services to high net worth individuals. This position offers a worthwhile challenge, as you will be thoroughly grounded on the fine traditions of private banking and will be able to fully develop your potential as to succeed in this specialised segment of the banking field. 
                    Responsibilties:
Develop and maintain client relationships
Achieve annual revenue targets and objectives.
Work closely and partner with Investment advisors, Product Group, and other cou…
    ",Competitive salary package,Hong Kong,"Permanent, Full time",Bank of Singapore,Updated on: 08 Mar 18
Business Analysis (Ref: BA-201802),"Founded in 1988, the KGI Group is a multi-faceted, pan-Asian financial services group that thrives on providing the highest standards of service to its clients. The KGI Group prides itself on utilizing unsurpassable integrity and professionalism, prudence in its judgments and reliance on the security of a well-resourced institution to provide this service to its clients. Your No.1 Choice for Global Investment and Financial Services. 
                    Responsibilities
Familiar with and focus on Local and Global Futures & Options multi-markets
Coordinate and…
    ",Negotiable,Hong Kong,"Permanent, Full time",KGI Hong Kong Limited,Updated on: 08 Mar 18
Production Support / Customer Support Analyst,"The Production Support team (eOps group) provides first level of support to all of the Front Office Trading applications used by our customers supporting the whole front to back life cycle across all Asset classes for all of the BGC and GFI brands. eOps is a Global Operation with staff in the Asia, EMEA and Americas regions. The successful applicant is required to become familiar with the BGC technologies and bring new ideas on how things can be improved.  
                    Key responsibilities: 
Prioritisation of issues to ensure timely resolution
Efficie…
    ",Competitive salary package,Hong Kong,"Permanent, Full time",BGC Capital Markets (Hong Kong) Limited,Posted on: 08 Mar 18
Tax - Global Compliance & Reporting - Manager,"As a Tax Manager in our Global Compliance and Reporting (GCR) Global Services team, your role will be to assist in the implementation and governance of large multi-country compliance and reporting projects.  Our GCR services help companies achieve their strategic objectives for outsourcing their compliance 
                    As a Tax Manager in our Global Compliance and Reporting (GCR) Global Services team, your role will be to assist in the implementation and governance of large multi-country compliance and reporting projects.  Our GCR services help compan…
    ",to be discussed,Hong Kong,"Permanent, Full time",Ernst & Young Hong Kong,Posted on: 07 Mar 18
Senior Mobile iOS Developer - Hedge Fund based in HK - Permanent Role,"Design and implement the mobile application for greenfield project supporting quantitative research and live trading activities. 
                     
Find out more about SEEKERS Capital Labs at https://seekerscapitallabs.com
 
The key responsibilities of the role are:
Delivering beautiful applications that are well architected and dependable
Development of both consumer facing mobile applications as well as reusable software components
Maintaining and evolving the best practices of the mobile team
Being able to document technical design specifications
Mento…
    ",Competititve,Hong Kong,"Permanent, Full time",Seekers Advisors H.K. Limited,Updated on: 12 Mar 18
Fund Accountant/Senior Fund Accountant,"Real people making a real difference. As part of an experienced and dynamic team to provide professional fund services to our clients, you will report directly to Director in Fund Services Division. 
                    Your Responsibilities 
Review and process subscription applications
Maintain financial books and records and reconcile bank accounts
Allocate income to partners in accordance with terms of partnership agreements
Prepare and issue quarterly financial statements, in accordance with US GAAP or IFRS
Assist with year-end financial reporting and aud…
    ",Competitive,Hong Kong,"Permanent, Full time",Intertrust Hong Kong,Posted on: 02 Mar 18
"Senior Director / Director, Private Banking","Value Partners is an independent, value-oriented asset management firm. Founded in Hong Kong in February 1993, Value Partners has been ranked among the top performing fund management firms in the industry. The Group was listed on the Main Board of the Stock Exchange of Hong Kong in November 2007. For details, please visit www.valuepartners-group.com. 
                    Responsibilities:
Mainly responsible for the business development of Private Banking channel business.
Map out the private banking channel global business roadmap with strategic and tactical …
    ",Competitive,Hong Kong,"Permanent, Full time",Value Partners Limited,Posted on: 28 Feb 18
"Head of Digital Marketing, FinTech","An Exciting Time to Join an Expanding FinTech Investment Management in Hong Kong to Develop their Digital Strategy…. 
                    Our client is a fast-expanding FinTech firm focusing on Wealth and Investment Management business with an advanced investment management technology platform. The company is committed in building a world-class Digital Platform and as part of this strategic goal, an outstanding opportunity has arisen for an experienced Digital Marketing professional to join and build the function, based in Hong Kong.
Reporting to the CMO, you…
    ",Discretionary Bonus,Hong Kong,"Permanent, Full time",Ambition Hong Kong,Posted on: 23 Feb 18
"Equity Technical and Quantitative Analyst, Research Department","Be part of our equity research team in Hong Kong to use technical and quantitative analysis to generate insights on markets, commodities and individual stocks. 
                    Responsibilities:
Be part of our equity research team in Hong Kong to use technical and quantitative analysis to  generate insights on markets, commodities and individual stocks;
Use technical analysis, quantitative processes and evaluationof large dataset to identify the market signals, and use these to predict potential returns;
Partner closely with sales/marketing, providing qua…
    ",Salary + Discretionary Bonus,Hong Kong,"Permanent, Full time",China Galaxy International Financial Holdings Limited,Posted on: 21 Feb 18
"AVP, Private Banking Products Risk (Fixed Income)","An Excellent Opportunity for a Product Risk Professional to Join the Fixed Income & Structured Products & Strategy Team in a Prestigious Private Bank….. 
                    Our client is an international banking group with a well-established name in the Private Banking world. As part of the bank's aim to provide premier and tailored-made investment solutions to their clients, a newly created opening has arisen for an experienced Product Risk professional to join their Investment Products & Strategy Team, based in Hong Kong.
Reporting to the Head of Team, you…
    ",Negotiable,Hong Kong,"Permanent, Full time",Ambition Hong Kong,Posted on: 09 Feb 18
IT Officer,"Leading Global insurer seeks an IT officer on a contract basis to assist with a relocation. 
                    Responsibilities:
Provide IT support to users in relation to hardware, software, networking, voice/video communication as well as IT administration processes
Liaise with Regional Office for IT support using both email and phone communication.
Support network and other IT equipment troubleshooting
Assist in maintaining the computer room in good condition.
Carry out various IT operation tasks such as backup, capacity planning and performance monitori…
    ",HKD20000 - HKD21000 per month,Hong Kong,"Contract, Full time",iKas International,Updated on: 16 Jan 18
Project Manager - Business Transformation / Controls,"Please go to iKasInternational.com 
                    Project Manager - Business Transformation / Front Office Controls
Investment Banking / Retail Banking / Wealth Management / Insurance
Significant experience of direct involvement in project managing large process re-engineering, systems, integration and business change implementation in a banking environment.
Substantial experience of leading complex projects, taking responsibility for full execution from initiation through to implementation.
Process reengineering.
Good knowledge in regulations.
Practica…
    ",HKD600000 - HKD2100000 per annum,Hong Kong,"Permanent, Full time",iKas International (Asia Pacific),Updated on: 16 Jan 18
"Fund Operation Officer, Asset Management","Guotai Junan International Holdings, a well established and reputable financial group in Hong Kong, is looking for high caliber professionals to take up the following positions:- 
                    Responsibilities:
Responsible for daily valuation of Funds;
Handle month end reporting, accounting schedules and accounts reconciliations;
Liaise with brokers, custodian for daily settlement of the Fund; and
Verify the completeness and accuracy of the monthly Fund valuation from Fund Administrator.
Requirements:
3- 5 years Experience in Fund Accounting, Custodian…
    ",competitive,Hong Kong,"Permanent, Full time",Guotai Junan (Hong Kong) Limited,Posted on: 27 Feb 18
Scrum Master - Hong Kong,"Technology is transforming the way banks do business - and how customers interact with their banks. Capco will give you the chance to help solve the challenges of the digital era for a smart digital strategy, and to create opportunities and transform the world’s most innovative financial services organizations during a period of sweeping industry change. 
                    DIGITAL @ CAPCO 
Mobile payments. Social media. Big data. Technology is transforming the way banks do business - and how customers interact with their banks. Capco will give you the chanc…
    ",Negotiable,Hong Kong,"Permanent, Full time",Capco (The Capital Markets Company Ltd.),Updated on: 18 Mar 18
"Compliance, Global Compliance Training, Analyst/Associate, Hong Kong","Compliance, Global Compliance Training, Analyst/Associate, Hong Kong 
                    MORE ABOUT THIS JOB GLOBAL COMPLIANCE 
Our division prevents, detects and mitigates compliance, regulatory and reputational risk across the firm and helps to strengthen the firm's culture of compliance. Compliance accomplishes these through the firm's enterprise-wide compliance risk management program. As an independent control function and part of the firm's second line of defense, Compliance assesses the firm's compliance, regulatory and reputational risk; monitors for…
    ",Competitive,Hong Kong,"Permanent, Full time",Goldman Sachs International,Updated on: 18 Mar 18
"Human Resources, Talent Development Talent Advisor, Vice President, Hong Kong","See job description for details 
                    Morgan Stanley is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services. The Firm's employees serve clients worldwide including corporations, governments and individuals from more than 1,200 offices in 43 countries. 
Human Resources 
Morgan Stanley Human Resources provides advice and insight to attract, retain, reward and develop a talented global workforce, giving employees the support and tools they need to s…
    ",Competitive,Hong Kong,"Permanent, Full time",Morgan  Stanley,Updated on: 17 Mar 18
"Risk Modelling (Project Finance), Associate Director","Risk Modelling (Project Finance), Associate Director 
                    Moody's Analytics is a subsidiary of Moody's Corporation which assists financial institutions with end-to-end products and services regarding: Enterprise Risk Management, Structured Analytics and Valuation, Credit Research, Risk Measurement, as well as Consumer Credit Analysis. Moody's works with clients across industries including; banks, insurers, corporations, and institutional investors in over 80 countries. 
The Risk and Finance Analytics (RAFA) team in Moody's Analytics helps inst…
    ",Competitive,Hong Kong,"Permanent, Full time",Moody's,Updated on: 18 Mar 18
"Director, Operational Risk Manager","Director, Operational Risk Manager 
                    About Bank of America Merrill Lynch:  
Our purpose as a firm is to make financial lives better, through the power of every connection. Across the world, we partner with leading corporate and institutional investors through our offices in more than 40 countries. In the U.S alone, we serve almost all Fortune 500 companies and approximately 59 million consumers and small-business customers. We provide a full suite of financial products and services, from banking and investments to asset and risk management.…
    ",Competitive,Hong Kong,"Permanent, Full time",Bank Of America / Merrill Lynch,Updated on: 18 Mar 18
APAC Line of Business Operational Risk Consultant,"Acting as an in-region LOB Operational Risk officer to provide operational risk advisory to the Line of Business team 
                    About Wells Fargo: Wells Fargo & Company (NYSE: WFC) is a diversified, community-based financial services company with $2.0 trillion in assets. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through more than 8,500 locations, 13,000 ATMs, the internet (wellsfargo.com) and mobile banking, and has offices in 42 countries …
    ",Base + Bonus + Benefits,Hong Kong,"Permanent, Full time",Wells Fargo Bank,Updated on: 16 Mar 18
Manager / Associate Director - Financial Risk Management - Financial Services Industry - Risk Advisory - Hong Kong,"Manager / Associate Director - Financial Risk Management - Financial Services Industry - Risk Advisory - Hong Kong 
                    About Deloitte China
The Deloitte China network of firms, backed by the global Deloitte network, deliver a full range of audit, consulting, financial advisory, risk advisory and tax services to local, multinational and growth enterprise clients. We are one of the leading professional services providers in this marketplace with 21 offices in Beijing, Hong Kong, Shanghai, Changsha, Chengdu, Chongqing, Dalian, Guangzhou, Hangzho…
    ",Competitve,Hong Kong,"Permanent, Full time",Deloitte Touche Tohmatsu,Posted on: 13 Mar 18
"Assistant Digital Product Manager, PayMe - Retail Banking and Wealth Management","Some careers grow faster than others. 
                    If you’re looking for further opportunities to develop your career, take the next step in fulfiling your potential right here at HSBC.
Retail Banking and Wealth Management serves more than 50 million customers worldwide with a complete range of banking and wealth management services to enable them to manage their finances and protect and build their financial futures. It is a global business that brings together management responsibility for Retail Banking, Wealth Management, Insurance and Asset Manag…
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 07 Mar 18
"Senior Digital Product Manager, Tactical D2C - Retail Banking and Wealth Management","Some careers open more doors than others. 
                    If you’re looking to unlock new job opportunities, take a look at the possibilities right on your doorstep here at HSBC.
Retail Banking and Wealth Management serves more than 50 million customers worldwide with a complete range of banking and wealth management services to enable them to manage their finances and protect and build their financial futures. It is a global business that brings together management responsibility for Retail Banking, Wealth Management, Insurance and Asset Management with…
    ",Competitive,Hong Kong,"Permanent, Full time",HSBC,Posted on: 07 Mar 18
"VP- Risk and Control, COO office, Corporate Banking","·Reputable Regional Bank ·1st Line of Defense Function ·Team Head Role 
                    Our client, a reputable Regional Bank, is looking for hire a high caliber to join as a VP- Risk and Control for Corporate Banking COO office.
Responsibilities:
Cover the quality assurance of client on-boarding process and develop a risk-based monitoring / review mechanism in a longer run
Enhance risk governance and control function of front-to-end process of new initiatives in the segment.
Perform analytical review of past suspected fraud and fraudulent cases as lesson…
    ",Negotiable,Hong Kong,"Permanent, Full time",ConnectedGroup Limited,Updated on: 18 Mar 18
"Campus Recruiter and Program Manager, AVP","Campus Recruiter and Program Manager, AVP 
                    Primary Location: Hong Kong SAR of PRC,Hong Kong,Hong Kong
Education: Bachelor's Degree
Job Function: Human Resources
Schedule: Full-time
Shift: Day Job
Employee Status: Regular
Travel Time: Yes, 10 % of the Time
Job ID: 18001279
Description 
Despite being an industry leader in campus recruitment Citi, campus recruitment team are re-evaluating our current campus operating model, structure, programs, technologies, brand and social media activities. As a result we are looking for experienced campus …
    ",Competitive,Hong Kong,"Permanent, Full time",Citi,Updated on: 18 Mar 18
"Senior Vice President, Commodities, Institutional Banking Group","Senior Vice President, Commodities, Institutional Banking Group 
                    DBS. Living, Breathing Asia. 
DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named ""Asia's Best Bank"" b…
    ",Competitive,Hong Kong,"Permanent, Full time",DBS Bank (Hong Kong) Limited,Updated on: 18 Mar 18
"Associate, Investment Banking","Associate, Investment Banking 
                    Primary Location: Hong Kong SAR of PRC,Hong Kong,Hong Kong
Education: Bachelor's Degree
Job Function: Institutional Banking
Schedule: Full-time
Shift: Day Job
Employee Status: Regular
Travel Time: Yes, 25 % of the Time
Job ID: 18010059
Description 
Citi Corporate and Investment Banking provides comprehensive financial advisory and capital raising services to top corporations, financial institutions and governments worldwide. Clients receive tailored financial solutions and strategic advisory services on a wid…
    ",Competitive,Hong Kong,"Permanent, Full time",Citi,Updated on: 18 Mar 18
RISK ORC Anti-Fraud Officer,"BNP Paribas offers you an exciting career opportunity in an international, challenging business environment characterized by high pace and diversity with focus on creating valuable relations with our customers. We offer a competitive salary & benefits package and also an excellent work environment where you’re valued as part of our team! 
                    BNP Paribas 
The BNP Paribas Group is a leader in banking and financial services, employing over 185,000 people across 75 countries and 5 continents. At BNP Paribas, we work continuously on behalf of our …
    ",Competitive,Hong Kong,"Permanent, Full time",BNP Paribas (Asia),Updated on: 18 Mar 18
Expert Front-End Javascript Developer - Elite Global Investment Bank,"A unique, cutting-edge development opportunity with an elite, global investment bank; Excellent remuneration and growth opportunity; Non-Banking/Finance candidates are welcome 
                    Our client, a leading global investment bank, is looking for an exceptional javascript / web front-end developer with proven experience in enterprise systems. The successful candidate will work on green-field project to build a global, strategic external client facing trading system UI. 
Responsibilities:
Design/Develop intuitive, easy-to-use Web UI/UX for external …
    ",Excellent Remuneration,Hong Kong,"Permanent, Full time",Pinpoint Asia Limited,Posted on: 18 Mar 18
Head of Software Engineering - Global Financial Institution,"Our client, a global financial institution, is currently looking for a Head of Software Engineering as part of their global engineering division. They have a large team of software engineers with very talented developers in Asia. The selected candidate will be part of their senior technology leadership to drive the regional technology adoptions and development. 
                    Responsibilities:
Lead the Software Engineering Team to accelerate the delivery of software by providing reusable components. 
Ability to evaluate the pros and cons different progr…
    ",Excellent Remuneration,Hong Kong,"Permanent, Full time",Pinpoint Asia Limited,Posted on: 18 Mar 18
Audit Manager - Wealth Management APAC,"Audit Manager - Wealth Management APAC 
                    Hong Kong 
City 
Hong Kong 
Job Type 
Full Time 
Your role 
Are you a sharp evaluator of risk? Can you investigate complex situations and propose solutions? 
We're looking for someone like that who can: 
– conduct reviews and audits of specific business areas, provide practical, innovative and value-added solutions to issues identified 
– analyze and assess risks and barriers to delivery (investment suitability, supervision, cross-border), assumed by both the business and support functions 
– identif…
    ",Competitive,Hong Kong,"Permanent, Full time",UBS AG,Posted on: 17 Mar 18
Client Due Diligence Assurance,"Client Due Diligence Assurance 
                    Hong Kong 
City 
Hong Kong 
Job Type 
Full Time 
Your role 
Have you done meaningful work in Client Due Diligence (CDD) for Private Clients; either as a compliance professional or a specialist in private clients client onboarding or ongoing CDD maintenance in a bank? We are looking for someone like that who can: 
– drive and perform periodic KYC review activities for Wealth Management clients, e.g. review client profile, customer due diligence (CDD) data and documents, transaction review, and ensure that pro…
    ",Competitive,Hong Kong,"Permanent, Full time",UBS AG,Updated on: 17 Mar 18
"Securities, FICC, Systematic Market Making, Associate/VP, Hong Kong","Securities, FICC, Systematic Market Making, Associate/VP, Hong Kong 
                    MORE ABOUT THIS JOB  YOUR IMPACT  
Are you passionate about working in a fast paced environment, with a diverse group of individuals and on various projects? We are looking for a professional to join our team who will bring in strong analytical skills as well as a keen interest in markets. 
OUR IMPACT  
Our core value is building strong relationships with our institutional clients, which include corporations, financial service providers, and fund managers. We help them bu…
    ",Competitive,Hong Kong,"Permanent, Full time",Goldman Sachs International,Updated on: 18 Mar 18
Project Manager (VP / Senior Associate) - Private Wealth Management,"Our client, a leading global private wealth management firm, is looking for a regional Project Manager with strong proven delivery experience. The selected candidate will be driving the hands-on project delivery in the region. This role is a high profile position with great exposure. 
                    Responsibilities
Manage the regional projects across strategic and tactical solutions to achieve business growth objectives. 
Lead the project with end-to-end management across initiation to final implementation. Manage a matrixed project team and secure proj…
    ",Excellent Remuneration,Hong Kong,"Permanent, Full time",Pinpoint Asia Limited,Posted on: 17 Mar 18
Systematic Quantitative Fixed Income Java Developer - Hong Kong / Tokyo,"High-profile, front-office quant development role; Mission-critical Fixed Income trading system; Looking for excellent OO developer with strong analytical skills; Strong Math experience highly preferred; Excellent growth potential and remuneration 
                    Responsibilities: 
The candidate will be involved in the design and development of the firm's front-office cross-asset structuring, quoting, pricing and risk analytics platform (including rates, credit, bonds, drvt). 
A strong interest in learning about the business will contribute to the candid…
    ",Excellent Remuneration,Hong Kong,"Permanent, Full time",Pinpoint Asia Limited,Posted on: 17 Mar 18
TRAINEE: Market Performance Analyst,"TRAINEE: Market Performance Analyst 
                    Environment 
SG CIB is the Corporate and Investment Banking arm of the Societe Generale Group. Present in over 50 countries across Europe, the Americas and Asia. SG CIB provides corporate, financial institutions, investors and public sector clients with value-added integrated financial solutions. 
Mission 
Market Performance Analyst (MPA) is a team located within the Finance Department of SG Group and oversees the Performance Analysis of Market Activities. Our team also covers the function of Chief of S…
    ",Competitive,Hong Kong,"Internships & Graduate Trainee, Full time",Societe Generale,Updated on: 17 Mar 18
Financial Controller,"Financial Controller 
                    Hong Kong 
City 
Hong Kong 
Job Type 
Full Time 
Your role 
Do you love working with challenging products? Are you a great with numbers? We're looking for someone like that to help us: 
– perform P&L and Balance Sheet analytical reviews to provide assurance of the financials based on the business understanding 
– review impact assessment of key controls and deliverables from relevant functions across the firm, challenge and escalate material control exceptions and trends 
– provide monthly sign-off on financials and q…
    ",Competitive,Hong Kong,"Permanent, Full time",UBS AG,Updated on: 17 Mar 18
Compliance & Operational Risk Control Specialist,"Compliance & Operational Risk Control Specialist 
                    Hong Kong 
City 
Hong Kong 
Job Type 
Full Time 
Your role 
Do you have sharp analytic skills? Are you great at answering questions and giving advice? We are looking for someone like this to: 
- review preparation including sourcing relevant data, risk assessment and discussion with stakeholders on review scope 
- execute routine periodic controls in line with the Global Monitoring Surveillance & Controls Minimum Control Standards framework 
- engage in any other ad-hoc reviews that arise f…
    ",Competitive,Hong Kong,"Permanent, Full time",UBS AG,Updated on: 17 Mar 18
"Fixed Income Research, Asia ex-Japan Macro (FX) Strategy, Research Analyst/Associate, Hong Kong","See job description for details 
                    Morgan Stanley is a leading global services firm providing a wide range of investment banking, securities, investment management and wealth management services. The Firm's employees serve clients worldwide including corporations, governments and individuals from more than 1, 200 offices in 43 countries. 
As a market leader, the talent and passion of our people is critical to our success. Together, we share a common set of values rooted in integrity, excellence and strong team ethic. Morgan Stanley can provi…
    ",Competitive,Hong Kong,"Permanent, Full time",Morgan  Stanley,Updated on: 17 Mar 18
"Business Manager, Distribution","Business Manager, Distribution 
                    Assist with the sales budget process, ensuring sales targets are measured and maintained with regular detailed reporting 
Assist in oversight of regional client service teams. 
Develop, maintain, and assist in completion of the projects 
Create and refine BNYM IM and related Boutique presentations. 
Maintain sales database, assist with data collection and generate relevant management reports. 
Collect and distribute market intelligence on competitors, prospects, clients, consultants, regulations and other in…
    ",Competitive,Hong Kong,"Permanent, Full time",BNY  Mellon,Updated on: 17 Mar 18
Top-Tier Asset Management - Institutional Sales - SVP/Director/ED,"The company is a top-tier join-ventured asset management in Hong Kong. Since its foundation, the company has been adhering to the mission of “steady investment management for superior services” and the investment concept of “steady investment, value investment and long-term investment”, constructed a complete corporate governance mechanism, established a strict risk management system and organized a seasoned professional investment research team to the domestic and international clients. 
                    Reporting to the CEO, you will lead and expand a Sa…
    ",Highly Competitive with Bonus Scheme,Hong Kong,"Permanent, Full time",Bo Le Associates Ltd,Updated on: 16 Mar 18
Associate Analyst 3,"Associate Analyst 3 
                    The Role / Responsibilities:  
Associate Analyst for the Greater China Credit Research and Analysis team (GCCRA) 
Assists analysts with overall preparation for sector research such as gathering data,-- preparation of charts and financial models: also by compiling and maintaining peer comparisons, industry statistics and bond prices and spreads relevant to the sector 
Responsible for maintaining database and market information for China's onshore bond market and offshore RMB bond market 
Works with a team of analysts on…
    ",Competitive,Hong Kong,"Permanent, Full time",Moody's,Updated on: 18 Mar 18
"Blockchain Front-end Developers x 10 (AngularJS, React Native, Javascript, Spring Boot/Spring MVC)","An exciting opportunity has arisen for a passionate and seasoned front end developers who are interested to build modular and responsive web UIs and applications. This is a rare chance to be part of a team of the brightest and best developers who will work on a world-class product that is used worldwide by professionals for secured crypto-trading platform. 
                    What We’re Looking For:
4+ years of experience designing, developing and debugging web applications.
Solid grasp of architectural design patterns particularly as it applies to scaling w…
    ","30,000 to 60,000",Hong Kong,"Permanent, Full time",Allegis Group Hong Kong,Updated on: 16 Mar 18
"Senior Software Engineer (C#.Net, Java)","Our client is a blue-chip organization who are seeking a couple of seasoned software engineer to drive forward strategy and architectural frameworks on the build out of a new high frequency system. You should have experience in building three tiered applications for large enterprise environments. 
                    You will be supporting low latency, high frequency transactional system development within an Enterprise Environment. The Technology Stack is varied due to the scale of the Program of work. The systems utilize a variety of Object Oriented Languag…
    ",Competitve,Hong Kong,"Permanent, Full time",Mainstay Asia,Posted on: 16 Mar 18
Junior Associate (Custody / Cash / Derivative & Structure Products Team),"Our client is one of the five largest Chinese Banks. Their line of business includes corporate finance and underwriting, investment and loans, asset management and advisory, etc. Due to expansion, they are now looking for a Junior Associate to join their Custody / Cash / Derivative & Structure Products team. 
                    MAIN RESPONSIBILITIES 
 
Custody Team 
ETF creations / redemptions (maker)
IPO subscription and allotment (maker)
Handle and provide support to all other corporate action events for global markets
Handle ad-hoc projects / requests
Con…
    ",Competitive,Hong Kong,"Contract, Full time",Captiare Limited,Updated on: 16 Mar 18
Hedge Fund Research Analyst (Technology),"The company is a HK-based, SFC licensed asset manager, backed by one of the most respected asset management group in China. We are launching a fundamental equity long/short hedge fund, aiming to generate positive returns unaffected by general market direction. 
                    We are recruiting two research analysts, each covering investments in Internet and Hardware sectors respectively. The ideal candidates have strong research coverage experience in Greater China & Global Internet/ ecommerce/ online gaming/ software, or hardware/ semi-conductor/ teleco…
    ",Competitive basic salary with bonus depending on individual performance,Hong Kong,"Permanent, Full time",CIF Asset Management Limited,Updated on: 16 Mar 18
Development Lead - Global Wealth & Asset Management,"An exciting opportunity to join a global Wealth and Asset Management Firm. They are well established in the region and having another major expansion phase. Selected candidates will be managing the development team and be driving the innovative development of the firm. Fantastic opportunity to grow with a fast expanding firm. 
                    Responsibilities:
You will be the key leadership to drive the software development in Hong Kong. You will be managing key development resources and vendors. 
Act as the main communicator with the business team, produ…
    ",Excellent Remuneration,Hong Kong,"Permanent, Full time",Pinpoint Asia Limited,Posted on: 16 Mar 18
Payroll Specialist,"Links International is an award-winning industry leader in innovative human resources outsourcing in Asia. Links International was established in 1999 and has offices in Hong Kong, Singapore, Shanghai, Beijing, Macau, Zhuhai and Taiwan. Due to rapid growth and subsequent expansion we are now looking for a Payroll Specialist in Hong Kong to help drive Links International to becoming the HR Outsourcing partner of choice in Asia. 
                    Links International is an award-winning industry leader in innovative human resources outsourcing in Asia. Links …
    ",Negotiable,Hong Kong,"Permanent, Full time",Links International,Updated on: 16 Mar 18
"State Street Global Advisors ETF Marketing Manager, Asia ex-Japan, Vice President","Assist in developing and implementing integrated marketing and communications strategies for the Asia ex-Japan ETF business. Have a deep understanding of opportunities within these markets and tailor marketing activity and drive projects accordingly. 
                    State Street 
Summary
Lead the Asia ex Japan ETF marketing function in Hong Kong. Work within a global team to develop and implementing integrated marketing and communications strategies for the Asia ex-Japan ETF business. Have a deep understanding of opportunities within these markets, tailo…
    ",Competitive,Hong Kong,"Permanent, Full time",State Street,Updated on: 16 Mar 18
Senior Research Analyst,"Senior Research Analyst 
                    At Franklin Templeton Investments, we are dedicated to delivering strong results and exceptional service to clients, team members and business partners. Over 9,000 employees working in 60 offices around the world are dedicated to servicing investment solutions for our clients in more than 150 countries. For over 65 years, our success has been a direct result of the talent, skills and persistence of our people. 
We are looking for a Senior Research Analyst to join the Emerging Markets Group in Hong Kong. This role w…
    ",Competitive,Hong Kong,"Permanent, Full time",Franklin Templeton Investments,Updated on: 18 Mar 18
Hedge Fund Accounting Analyst,"Enfusion has an immediate opening for a Hedge Fund Accounting Analyst on our Fund Services team in our Hong Kong office. We are looking for enthusiastic problem-solvers with an interest in financial services to join us as we continue providing technology innovation and support to the global investment management industry. 
                    Enfusion has an immediate opening for a Hedge Fund Accounting Analyst on our Fund Services team in our Hong Kong office. We are looking for enthusiastic problem-solvers with an interest in financial services to join us a…
    ",DOE,Hong Kong,"Permanent, Full time",Enfusion,Updated on: 15 Mar 18
Financial Controller – Global Cash Equities and Financing Services,"Financial Controller – Global Cash Equities and Financing Services 
                    Hong Kong 
City 
Hong Kong 
Job Type 
Full Time 
Your role 
Do you love working with challenging products? Are you a great with numbers? We're looking for someone like that to help us: 
– perform P&L and Balance Sheet analytical reviews to provide assurance of the financials based on the business understanding 
– review impact assessment of key controls and deliverables from relevant functions across the firm, challenge and escalate material control exceptions and trends 
…
    ",Competitive,Hong Kong,"Permanent, Full time",UBS AG,Updated on: 17 Mar 18
Senior Audit Manager - Internal Quality Assurance (IQA),"Senior Audit Manager - Internal Quality Assurance (IQA) 
                    Hong Kong, Singapore 
City 
Hong Kong, Singapore 
Job Type 
Full Time 
Your role 
Are you a sharp evaluator of risk? Can you investigate complex situations, identify concerns and propose solutions? 
We're looking for someone who can: 
– conduct and lead reviews of audits across all audit divisions / functions, as well as Group Internal Audit (GIA) key processes and infrastructure. Special focus on IT Infrastructure / Finance / Treasury. 
– provide practical, innovative and value-adde…
    ",Competitive,Hong Kong,"Permanent, Full time",UBS AG,Updated on: 17 Mar 18
Associate - Global Markets Compliance Officer – Hong Kong,"As part of the Global Markets Compliance team for Asia ex-Japan, provide compliance support to the Equities segment of the Global Markets business in the region, including compliance advisory (new products, new regulations), drafting/updating internal policies/procedures, establishing controls and providing compliance training. 
                    Nomura Overview
Nomura is an Asia-based financial services group with an integrated global network spanning over 30 countries. By connecting markets East & West, Nomura services the needs of individuals, institutio…
    ",Competitive,Hong Kong,"Permanent, Full time",Nomura Asia,Posted on: 15 Mar 18
"Senior Associate, Customer Service Officer (Payment and Cash Management)","Senior Associate, Customer Service Officer (Payment and Cash Management) 
                    Environment 
SG CIB is the Corporate and Investment Banking arm of the Société Générale Group. Present in over 50 countries across Europe, the Americas and Asia. SG CIB provides corporate, financial institutions, investors and public sector clients with value-added integrated financial solutions. 
Part of the Global Transaction Banking business line, Customer Service Officers are customer-facing roles within the Payment and Cash Management department. 
They play a ke…
    ",Competitive,Hong Kong,"Permanent, Full time",Societe Generale,Updated on: 17 Mar 18
